Trip Date,Trip Year,Trip Month,Day Name,Is Weekend,Service Type,Pickup Borough,Trip Count,Total Revenue,Total Fare Amount,Total Tip Amount,Avg Revenue Per Trip,Avg Fare Amount,Avg Tip Percentage,Avg Revenue Per Mile,Avg Trip Distance,Avg Trip Duration Minutes,Revenue Per Trip
2025-10-08,2025,10,Wednesday,false,yellow,Queens,11056,771084.45,557974.31,92019.38,69.74,50.47,15.54,16.86,11.25,37.37,69.74
2025-10-08,2025,10,Wednesday,false,yellow,Staten Island,7,232.64,178.25,0.0,33.23,25.46,0.0,4.04,8.06,22.29,33.23
2025-10-08,2025,10,Wednesday,false,yellow,Unknown,235,8230.9,5693.03,1019.48,35.03,24.23,21.35,18.0,3.85,18.56,35.03
2025-10-09,2025,10,Thursday,false,green,Bronx,24,893.45,510.21,66.11,37.23,21.26,7.49,7.36,7.36,24.88,37.23
2025-10-09,2025,10,Thursday,false,green,Brooklyn,254,7433.04,4911.95,846.65,29.26,19.34,15.11,20.05,3.76,28.69,29.26
2025-10-09,2025,10,Thursday,false,green,Manhattan,1030,25354.63,17636.55,3019.09,24.62,17.12,17.05,12.15,2.79,22.09,24.62
2025-10-09,2025,10,Thursday,false,green,Queens,399,10894.54,7691.16,952.85,27.3,19.28,13.42,16.47,4.1,25.84,27.3
2025-10-09,2025,10,Thursday,false,green,Unknown,2,54.55,12.8,0.0,27.28,6.4,0.0,7.4,4.66,16.5,27.28
2025-10-09,2025,10,Thursday,false,yellow,Bronx,924,31713.75,29200.72,160.29,34.32,31.6,0.4,16.77,7.66,40.33,34.32
2025-10-09,2025,10,Thursday,false,yellow,Brooklyn,4198,134644.9,120951.33,2356.56,32.07,28.81,2.28,54.07,5.64,32.96,32.07
2025-10-09,2025,10,Thursday,false,yellow,EWR,1,153.28,102.1,35.37,153.28,102.1,34.64,8.72,17.58,58.0,153.28
2025-10-09,2025,10,Thursday,false,yellow,Manhattan,128624,3487796.28,2371582.28,391682.59,27.12,18.44,19.12,31.54,4.02,18.15,27.12
2025-10-09,2025,10,Thursday,false,yellow,Queens,12157,879828.57,644249.54,102405.74,72.37,52.99,15.22,17.91,11.56,44.57,72.37
2025-10-09,2025,10,Thursday,false,yellow,Staten Island,8,658.21,561.82,0.0,82.28,70.23,0.0,9.1,9.5,37.63,82.28
2025-10-09,2025,10,Thursday,false,yellow,Unknown,222,9559.3,6906.97,1201.76,43.06,31.11,19.88,52.74,4.87,21.48,43.06
2025-10-10,2025,10,Friday,false,green,Bronx,46,1460.68,669.58,34.67,31.75,14.56,2.36,7.66,6.94,29.96,31.75
2025-10-10,2025,10,Friday,false,green,Brooklyn,238,8013.17,5442.78,962.72,33.67,22.87,16.17,11.97,4.28,28.85,33.67
2025-10-10,2025,10,Friday,false,green,Manhattan,987,22613.94,15541.59,2643.09,22.91,15.75,17.36,11.16,2.65,16.12,22.91
2025-10-10,2025,10,Friday,false,green,Queens,345,9123.69,6596.52,769.41,26.45,19.12,13.38,12.72,3.64,25.92,26.45
2025-10-10,2025,10,Friday,false,green,Unknown,3,511.81,470.0,0.0,170.6,156.67,0.0,50.81,12.03,17.67,170.6
2025-10-10,2025,10,Friday,false,yellow,Bronx,1157,40481.27,37014.43,60.35,34.99,31.99,0.21,28.99,8.14,43.78,34.99
2025-10-10,2025,10,Friday,false,yellow,Brooklyn,4027,135358.55,119710.52,2618.1,33.61,29.73,2.63,51.63,42.18,34.15,33.61
2025-10-10,2025,10,Friday,false,yellow,EWR,2,269.01,200.0,28.0,134.51,100.0,16.7,2014.86,11.48,22.0,134.51
2025-10-10,2025,10,Friday,false,yellow,Manhattan,121270,3109024.25,2098200.48,332123.59,25.64,17.3,18.32,32.91,5.2,16.71,25.64
2025-10-10,2025,10,Friday,false,yellow,Queens,13004,961362.32,709660.26,111671.55,73.93,54.57,15.09,16.83,12.02,46.32,73.93
2025-10-10,2025,10,Friday,false,yellow,Staten Island,11,471.67,392.87,6.28,42.88,35.72,1.98,4.47,10.56,27.55,42.88
2025-10-10,2025,10,Friday,false,yellow,Unknown,266,11143.44,7918.69,1425.96,41.89,29.77,19.22,120.52,4.7,26.88,41.89
2025-10-11,2025,10,Saturday,true,green,Bronx,21,669.82,288.58,40.51,31.9,13.74,6.62,6.48,6.72,23.9,31.9
2025-10-11,2025,10,Saturday,true,green,Brooklyn,303,10355.06,7962.55,1122.83,34.18,26.28,15.82,12.64,3.95,18.9,34.18
2025-10-11,2025,10,Saturday,true,green,Manhattan,693,14544.24,10321.24,1769.71,20.99,14.89,17.28,10.09,11.83,13.1,20.99
2025-10-11,2025,10,Saturday,true,green,Queens,256,6799.27,5199.43,542.66,26.56,20.31,12.39,12.2,4.15,18.71,26.56
2025-10-11,2025,10,Saturday,true,green,Unknown,1,116.98,115.98,0.0,116.98,115.98,0.0,4.01,29.15,43.0,116.98
2025-10-11,2025,10,Saturday,true,yellow,Bronx,1000,30581.34,27534.86,152.12,30.58,27.53,0.71,7.71,7.16,32.17,30.58
2025-10-11,2025,10,Saturday,true,yellow,Brooklyn,5925,187226.92,163129.12,3840.29,31.6,27.53,2.58,8.63,5.76,26.4,31.6
2025-10-11,2025,10,Saturday,true,yellow,EWR,5,622.01,404.2,177.0,124.4,80.84,12.11,295.34,8.86,14.0,124.4
2025-10-11,2025,10,Saturday,true,yellow,Manhattan,123491,3040935.07,2100811.66,311131.7,24.62,17.01,17.2,15.04,6.9,16.0,24.62
2025-10-11,2025,10,Saturday,true,yellow,Queens,10329,684694.84,523271.93,72660.31,66.29,50.66,12.31,10.05,11.84,34.75,66.29
2025-10-11,2025,10,Saturday,true,yellow,Staten Island,11,445.49,319.45,0.0,40.5,29.04,0.0,26.31,7.95,17.73,40.5
2025-10-11,2025,10,Saturday,true,yellow,Unknown,214,7416.35,5406.24,886.2,34.66,25.26,19.77,33.71,4.56,17.37,34.66
2025-10-12,2025,10,Sunday,true,green,Bronx,13,307.21,83.87,0.0,23.63,6.45,0.0,5.36,5.32,20.23,23.63
2025-10-12,2025,10,Sunday,true,green,Brooklyn,318,11079.16,8591.95,1174.17,34.84,27.02,15.51,22.39,4.44,26.58,34.84
2025-10-12,2025,10,Sunday,true,green,Manhattan,608,12988.59,9097.77,1645.05,21.36,14.96,17.97,10.36,2.71,19.25,21.36
2025-10-12,2025,10,Sunday,true,green,Queens,244,7383.17,6024.25,612.69,30.26,24.69,11.82,12.2,4.47,27.73,30.26
2025-10-12,2025,10,Sunday,true,green,Unknown,1,7.95,3.7,0.0,7.95,3.7,0.0,3.18,2.5,1.0,7.95
2025-10-12,2025,10,Sunday,true,yellow,Bronx,839,24574.73,22386.37,46.7,29.29,26.68,0.17,6.1,7.09,26.68,29.29
2025-10-12,2025,10,Sunday,true,yellow,Brooklyn,5458,166381.85,145274.37,2924.59,30.48,26.62,1.99,9.61,5.87,23.96,30.48
2025-10-12,2025,10,Sunday,true,yellow,EWR,5,479.76,396.7,40.25,95.95,79.34,11.31,583.18,3.92,9.6,95.95
2025-10-12,2025,10,Sunday,true,yellow,Manhattan,99571,2451238.64,1694958.69,242570.53,24.62,17.02,17.25,14.72,5.01,15.18,24.62
2025-10-12,2025,10,Sunday,true,yellow,Queens,12226,804272.66,607138.21,88806.73,65.78,49.66,13.4,13.71,11.88,30.08,65.78
2025-10-12,2025,10,Sunday,true,yellow,Staten Island,7,178.81,126.43,11.37,25.54,18.06,4.81,3.59,9.67,13.71,25.54
2025-10-12,2025,10,Sunday,true,yellow,Unknown,176,7960.03,6121.11,860.32,45.23,34.78,17.79,119.26,5.64,17.07,45.23
2025-10-13,2025,10,Monday,false,green,Bronx,8,217.22,41.86,2.6,27.15,5.23,4.11,5.95,7.21,29.63,27.15
2025-10-13,2025,10,Monday,false,green,Brooklyn,147,3460.97,2437.33,495.72,23.54,16.58,19.67,43.61,2.82,23.76,23.54
2025-10-13,2025,10,Monday,false,green,Manhattan,885,18810.85,13128.68,2448.85,21.26,14.83,18.87,10.3,2.59,12.4,21.26
2025-10-13,2025,10,Monday,false,green,Queens,235,6224.05,4675.1,548.58,26.49,19.89,14.47,10.91,3.86,28.98,26.49
2025-10-13,2025,10,Monday,false,green,Unknown,4,147.86,133.16,3.2,36.97,33.29,8.31,255.44,5.47,19.25,36.97
2025-10-13,2025,10,Monday,false,yellow,Bronx,566,16771.82,15326.06,80.57,29.63,27.08,0.33,6.6,6.88,27.42,29.63
2025-10-13,2025,10,Monday,false,yellow,Brooklyn,2847,80876.48,71511.67,1377.86,28.41,25.12,2.12,8.39,5.59,24.84,28.41
2025-10-13,2025,10,Monday,false,yellow,EWR,4,392.14,293.6,42.46,98.04,73.4,12.16,8.83,14.86,30.25,98.04
2025-10-13,2025,10,Monday,false,yellow,Manhattan,85378,1919343.78,1284228.4,208167.38,22.48,15.04,18.51,13.58,7.27,13.0,22.48
2025-10-13,2025,10,Monday,false,yellow,Queens,13516,933688.06,691627.89,111896.99,69.08,51.17,15.34,10.92,12.32,30.18,69.08
2025-10-13,2025,10,Monday,false,yellow,Staten Island,14,563.16,433.63,0.0,40.23,30.97,0.0,5.53,9.74,22.71,40.23
2025-10-13,2025,10,Monday,false,yellow,Unknown,179,7287.74,5313.73,911.01,40.71,29.69,19.15,25.48,6.31,18.49,40.71
2025-10-14,2025,10,Tuesday,false,green,Bronx,18,460.69,108.15,0.0,25.59,6.01,0.0,6.95,6.66,26.72,25.59
2025-10-14,2025,10,Tuesday,false,green,Brooklyn,205,5993.99,3893.75,613.47,29.24,18.99,14.37,9.95,262.4,22.75,29.24
2025-10-14,2025,10,Tuesday,false,green,Manhattan,981,22427.88,15305.59,2728.81,22.86,15.6,17.6,10.89,2.71,16.24,22.86
2025-10-14,2025,10,Tuesday,false,green,Queens,350,9459.64,6752.93,731.17,27.03,19.29,12.03,10.95,308.9,22.4,27.03
2025-10-14,2025,10,Tuesday,false,green,Unknown,6,155.85,120.9,15.95,25.98,20.15,19.06,33.96,1.97,14.67,25.98
2025-10-14,2025,10,Tuesday,false,yellow,Bronx,985,32501.06,30100.1,121.96,33.0,30.56,0.22,8.04,7.42,38.31,33.0
2025-10-14,2025,10,Tuesday,false,yellow,Brooklyn,3310,103796.86,93338.51,1363.85,31.36,28.2,1.97,31.13,6.11,33.16,31.36
2025-10-14,2025,10,Tuesday,false,yellow,EWR,3,383.6,285.3,55.43,127.87,95.1,19.73,3704.91,12.37,25.0,127.87
2025-10-14,2025,10,Tuesday,false,yellow,Manhattan,108102,2731748.1,1811096.76,315648.25,25.27,16.75,19.77,26.66,4.69,15.95,25.27
2025-10-14,2025,10,Tuesday,false,yellow,Queens,13771,970620.45,704574.65,113864.64,70.48,51.16,15.62,14.95,11.87,36.06,70.48
2025-10-14,2025,10,Tuesday,false,yellow,Staten Island,12,350.38,294.05,2.91,29.2,24.5,3.37,10.32,5.68,20.58,29.2
2025-10-14,2025,10,Tuesday,false,yellow,Unknown,194,7473.31,5319.72,953.91,38.52,27.42,20.69,33.57,5.59,20.27,38.52
2025-10-15,2025,10,Wednesday,false,green,Bronx,17,500.41,291.71,9.23,29.44,17.16,1.44,34.37,5.54,24.24,29.44
2025-10-15,2025,10,Wednesday,false,green,Brooklyn,196,5581.39,3453.28,605.39,28.48,17.62,16.04,10.18,4.07,22.09,28.48
2025-10-15,2025,10,Wednesday,false,green,Manhattan,989,23858.57,16346.11,2953.33,24.12,16.53,18.38,12.1,2.82,19.21,24.12
2025-10-15,2025,10,Wednesday,false,green,Queens,313,8734.35,6574.48,788.93,27.91,21.0,13.2,35.32,4.01,28.58,27.91
2025-10-15,2025,10,Wednesday,false,green,Unknown,3,183.54,159.3,12.99,61.18,53.1,11.17,7.3,10.5,21.0,61.18
2025-10-15,2025,10,Wednesday,false,yellow,Bronx,924,33989.67,31318.16,139.27,36.79,33.89,0.34,29.45,8.92,43.41,36.79
2025-10-15,2025,10,Wednesday,false,yellow,Brooklyn,3072,101738.56,90431.58,1526.91,33.12,29.44,2.32,34.42,6.77,34.93,33.12
2025-10-15,2025,10,Wednesday,false,yellow,EWR,3,337.71,315.4,0.0,112.57,105.13,0.0,64.99,6.14,25.0,112.57
2025-10-15,2025,10,Wednesday,false,yellow,Manhattan,116617,2963607.43,1961498.37,347324.3,25.41,16.82,20.03,24.3,3.61,16.41,25.41
2025-10-15,2025,10,Wednesday,false,yellow,Queens,12292,873272.27,638152.84,100200.05,71.04,51.92,15.04,15.0,12.02,38.18,71.04
2025-10-15,2025,10,Wednesday,false,yellow,Staten Island,11,392.86,282.89,11.63,35.71,25.72,1.98,4.9,7.61,21.91,35.71
2025-10-15,2025,10,Wednesday,false,yellow,Unknown,238,9862.56,7016.9,1272.0,41.44,29.48,20.59,18.52,5.12,26.39,41.44
2025-10-16,2025,10,Thursday,false,green,Bronx,22,510.97,184.99,2.5,23.23,8.41,1.14,10.52,5.56,23.64,23.23
2025-10-16,2025,10,Thursday,false,green,Brooklyn,203,6244.04,4240.05,696.08,30.76,20.89,15.67,33.95,4.12,24.77,30.76
2025-10-16,2025,10,Thursday,false,green,Manhattan,1092,26790.02,18200.14,3203.73,24.53,16.67,17.56,11.04,108.58,18.41,24.53
2025-10-16,2025,10,Thursday,false,green,Queens,423,11404.65,7952.44,1128.94,26.96,18.8,14.97,9.62,30.05,25.46,26.96
2025-10-16,2025,10,Thursday,false,green,Unknown,5,344.98,330.98,0.0,69.0,66.2,0.0,7.15,13.08,34.0,69.0
2025-10-16,2025,10,Thursday,false,yellow,Bronx,965,35751.21,32887.14,112.29,37.05,34.08,0.22,22.1,8.62,49.19,37.05
2025-10-16,2025,10,Thursday,false,yellow,Brooklyn,3627,122909.29,109199.02,2299.56,33.89,30.11,2.66,57.8,12.43,36.42,33.89
2025-10-16,2025,10,Thursday,false,yellow,EWR,2,276.33,198.3,37.41,138.17,99.15,17.81,2744.88,7.56,17.0,138.17
2025-10-16,2025,10,Thursday,false,yellow,Manhattan,127569,3390249.73,2288446.71,384669.46,26.58,17.94,19.2,32.02,6.0,17.89,26.58
2025-10-16,2025,10,Thursday,false,yellow,Queens,12747,957089.81,703985.25,112582.12,75.08,55.23,15.63,13.35,12.18,47.69,75.08
2025-10-16,2025,10,Thursday,false,yellow,Staten Island,10,391.17,293.04,0.35,39.12,29.3,0.1,5.45,7.51,32.5,39.12
2025-10-16,2025,10,Thursday,false,yellow,Unknown,251,9708.82,6992.36,1108.38,38.68,27.86,19.3,91.04,4.08,21.85,38.68
2025-10-17,2025,10,Friday,false,green,Bronx,22,554.53,166.68,0.0,25.21,7.58,0.0,7.01,6.11,26.82,25.21
2025-10-17,2025,10,Friday,false,green,Brooklyn,202,6741.29,4750.08,750.99,33.37,23.52,16.22,27.38,4.14,29.87,33.37
2025-10-17,2025,10,Friday,false,green,Manhattan,975,22722.81,15477.76,2708.66,23.31,15.87,17.68,10.9,2.7,16.91,23.31
2025-10-17,2025,10,Friday,false,green,Queens,385,10272.44,7383.94,882.02,26.68,19.18,12.65,11.24,3.83,31.09,26.68
2025-10-17,2025,10,Friday,false,green,Unknown,3,102.36,77.9,0.0,34.12,25.97,0.0,49.27,5.98,18.33,34.12
2025-10-17,2025,10,Friday,false,yellow,Bronx,1084,38984.61,35476.89,131.38,35.96,32.73,0.36,40.65,8.36,42.83,35.96
2025-10-17,2025,10,Friday,false,yellow,Brooklyn,3999,135029.74,118844.55,3196.34,33.77,29.72,3.19,48.75,67.76,34.66,33.77
2025-10-17,2025,10,Friday,false,yellow,EWR,3,438.74,307.3,66.86,146.25,102.43,22.14,8.74,16.94,50.33,146.25
2025-10-17,2025,10,Friday,false,yellow,Manhattan,119454,3053205.76,2050140.54,333394.84,25.56,17.16,18.79,33.02,4.01,16.65,25.56
2025-10-17,2025,10,Friday,false,yellow,Queens,12285,916865.89,676371.86,108534.18,74.63,55.06,15.33,17.98,12.16,47.24,74.63
2025-10-17,2025,10,Friday,false,yellow,Staten Island,12,459.26,376.55,0.0,38.27,31.38,0.0,126.12,8.84,31.17,38.27
2025-10-17,2025,10,Friday,false,yellow,Unknown,233,9778.92,7031.53,1230.8,41.97,30.18,20.54,26.89,5.36,22.58,41.97
2025-10-18,2025,10,Saturday,true,green,Bronx,20,768.86,401.39,49.23,38.44,20.07,4.53,11.52,7.24,31.45,38.44
2025-10-18,2025,10,Saturday,true,green,Brooklyn,267,8686.78,6713.11,1079.27,32.53,25.14,16.36,19.47,4.25,33.75,32.53
2025-10-18,2025,10,Saturday,true,green,Manhattan,670,14926.91,10441.11,1743.33,22.28,15.58,16.67,9.96,2.83,17.18,22.28
2025-10-18,2025,10,Saturday,true,green,Queens,372,11689.04,9508.25,945.23,31.42,25.56,11.01,13.58,4.35,36.99,31.42
2025-10-18,2025,10,Saturday,true,green,Unknown,2,90.7,84.7,3.0,45.35,42.35,6.0,9.7,8.04,25.0,45.35
2025-10-18,2025,10,Saturday,true,yellow,Bronx,949,30306.28,27241.75,127.49,31.93,28.71,0.38,7.67,7.54,33.63,31.93
2025-10-18,2025,10,Saturday,true,yellow,Brooklyn,5360,166893.48,144950.84,3711.66,31.14,27.04,2.77,7.58,5.79,26.25,31.14
2025-10-18,2025,10,Saturday,true,yellow,Manhattan,121846,3022249.49,2091150.04,310473.04,24.8,17.16,17.22,14.96,5.77,16.17,24.8
2025-10-18,2025,10,Saturday,true,yellow,Queens,10478,678767.77,520378.07,70934.16,64.78,49.66,11.89,11.02,11.6,35.83,64.78
2025-10-18,2025,10,Saturday,true,yellow,Staten Island,13,586.35,451.5,0.0,45.1,34.73,0.0,4.37,12.06,27.85,45.1
2025-10-18,2025,10,Saturday,true,yellow,Unknown,218,8092.25,5984.31,887.41,37.12,27.45,20.19,31.51,4.21,16.54,37.12
2025-10-19,2025,10,Sunday,true,green,Bronx,17,613.97,139.32,0.0,36.12,8.2,0.0,4.95,9.06,34.24,36.12
2025-10-19,2025,10,Sunday,true,green,Brooklyn,307,10130.0,7708.56,953.98,33.0,25.11,14.94,18.14,4.71,32.72,33.0
2025-10-19,2025,10,Sunday,true,green,Manhattan,651,14696.21,10065.34,1844.11,22.57,15.46,17.4,10.17,2.85,17.31,22.57
2025-10-19,2025,10,Sunday,true,green,Queens,315,9599.98,7535.18,847.73,30.48,23.92,12.03,14.5,4.25,24.91,30.48
2025-10-19,2025,10,Sunday,true,green,Unknown,1,20.9,18.4,0.0,20.9,18.4,0.0,6.87,3.04,16.0,20.9
2025-10-19,2025,10,Sunday,true,yellow,Bronx,974,31312.61,27943.21,50.08,32.15,28.69,0.21,5.54,242.79,32.14,32.15
2025-10-19,2025,10,Sunday,true,yellow,Brooklyn,5295,162728.33,143251.47,2468.53,30.73,27.05,1.85,8.06,33.36,25.16,30.73
2025-10-19,2025,10,Sunday,true,yellow,EWR,3,147.0,139.0,5.0,49.0,46.33,2.38,1301.94,0.65,3.33,49.0
2025-10-19,2025,10,Sunday,true,yellow,Manhattan,104655,2616645.94,1823147.11,255187.59,25.0,17.42,16.38,14.25,9.28,15.25,25.0
2025-10-19,2025,10,Sunday,true,yellow,Queens,14622,983329.18,730690.4,114612.78,67.25,49.97,14.86,12.55,11.64,35.07,67.25
2025-10-19,2025,10,Sunday,true,yellow,Staten Island,6,234.8,157.4,0.0,39.13,26.23,0.0,4.13,9.48,22.17,39.13
2025-10-19,2025,10,Sunday,true,yellow,Unknown,262,12026.49,9174.18,1344.0,45.9,35.02,17.88,100.66,5.02,19.23,45.9
2025-10-20,2025,10,Monday,false,green,Bronx,25,823.1,251.09,3.03,32.92,10.04,0.45,5.7,7.62,29.92,32.92
2025-10-20,2025,10,Monday,false,green,Brooklyn,171,4766.42,2951.23,531.92,27.87,17.26,15.69,9.58,4.07,20.44,27.87
2025-10-20,2025,10,Monday,false,green,Manhattan,1063,24612.46,16368.01,2922.61,23.15,15.4,18.11,10.16,2.86,16.67,23.15
2025-10-20,2025,10,Monday,false,green,Queens,261,6822.78,4973.75,524.81,26.14,19.06,12.26,9.58,4.02,30.16,26.14
2025-10-20,2025,10,Monday,false,yellow,Bronx,731,26198.41,24114.34,34.92,35.84,32.99,0.14,5.51,9.34,45.93,35.84
2025-10-20,2025,10,Monday,false,yellow,Brooklyn,2054,58416.78,50722.88,1395.6,28.44,24.69,2.51,5.8,6.99,37.08,28.44
2025-10-20,2025,10,Monday,false,yellow,EWR,1,108.49,71.6,18.08,108.49,71.6,25.25,6.29,17.24,42.0,108.49
2025-10-20,2025,10,Monday,false,yellow,Manhattan,89759,2155849.99,1369216.36,272622.08,24.02,15.25,21.57,16.21,3.72,14.79,24.02
2025-10-20,2025,10,Monday,false,yellow,Queens,13280,970115.12,703354.22,118183.19,73.05,52.96,16.86,11.34,12.54,37.39,73.05
2025-10-20,2025,10,Monday,false,yellow,Staten Island,2,24.68,1.36,0.0,12.34,0.68,0.0,2.28,4.46,11.0,12.34
2025-10-20,2025,10,Monday,false,yellow,Unknown,168,7412.41,5272.95,962.95,44.12,31.39,25.33,45.13,5.65,19.82,44.12
2025-10-21,2025,10,Tuesday,false,green,Bronx,19,605.85,122.65,0.0,31.89,6.46,0.0,3.84,9.55,36.95,31.89
2025-10-21,2025,10,Tuesday,false,green,Brooklyn,207,5803.17,3610.69,552.94,28.03,17.44,13.94,11.12,4.17,25.98,28.03
2025-10-21,2025,10,Tuesday,false,green,Manhattan,958,22382.21,15025.48,2662.14,23.36,15.68,17.7,11.02,2.77,16.99,23.36
2025-10-21,2025,10,Tuesday,false,green,Queens,304,8417.86,6224.33,582.95,27.69,20.47,12.13,13.18,4.22,20.95,27.69
2025-10-21,2025,10,Tuesday,false,green,Unknown,1,146.0,145.0,0.0,146.0,145.0,0.0,6.72,21.74,1400.0,146.0
2025-10-21,2025,10,Tuesday,false,yellow,Bronx,802,27759.37,25427.48,106.22,34.61,31.71,0.51,7.9,9.33,50.18,34.61
2025-10-21,2025,10,Tuesday,false,yellow,Brooklyn,2674,69858.49,59969.33,1417.88,26.13,22.43,2.33,15.36,57.09,38.4,26.13
2025-10-21,2025,10,Tuesday,false,yellow,EWR,2,244.65,207.3,5.0,122.33,103.65,3.17,21.58,18.8,24.0,122.33
2025-10-21,2025,10,Tuesday,false,yellow,Manhattan,103767,2537673.61,1632120.78,316171.15,24.46,15.73,20.53,19.2,2.42,16.49,24.46
2025-10-21,2025,10,Tuesday,false,yellow,Queens,11767,853685.96,618544.18,103586.92,72.55,52.57,15.97,12.18,12.29,41.87,72.55
2025-10-21,2025,10,Tuesday,false,yellow,Staten Island,10,192.52,126.74,0.0,19.25,12.67,0.0,2.64,7.38,24.9,19.25
2025-10-21,2025,10,Tuesday,false,yellow,Unknown,195,7663.12,5403.85,928.95,39.3,27.71,21.41,53.87,4.39,19.72,39.3
2025-10-22,2025,10,Wednesday,false,green,Bronx,20,546.58,130.49,0.0,27.33,6.52,0.0,8.09,6.41,24.95,27.33
2025-10-22,2025,10,Wednesday,false,green,Brooklyn,225,6384.01,4025.94,615.87,28.37,17.89,13.87,10.14,3.73,29.02,28.37
2025-10-22,2025,10,Wednesday,false,green,Manhattan,1060,25490.55,16747.51,3027.65,24.05,15.8,18.09,10.77,2.9,19.22,24.05
2025-10-22,2025,10,Wednesday,false,green,Queens,343,8724.74,6185.45,799.41,25.44,18.03,13.9,9.88,3.66,19.24,25.44
2025-10-22,2025,10,Wednesday,false,green,Unknown,1,2.0,1.0,0.0,2.0,1.0,0.0,2.7,0.74,2.0,2.0
2025-10-22,2025,10,Wednesday,false,yellow,Bronx,852,28675.3,26217.85,67.36,33.66,30.77,0.22,19.54,66.84,49.05,33.66
2025-10-22,2025,10,Wednesday,false,yellow,Brooklyn,2948,77724.7,65804.54,1832.38,26.37,22.32,2.6,14.58,15.06,37.64,26.37
2025-10-22,2025,10,Wednesday,false,yellow,EWR,1,5.0,3.0,0.0,5.0,3.0,0.0,500.0,0.01,1.0,5.0
2025-10-22,2025,10,Wednesday,false,yellow,Manhattan,114468,2819731.41,1809960.21,350470.74,24.63,15.81,20.33,20.88,2.67,16.68,24.63
2025-10-22,2025,10,Wednesday,false,yellow,Queens,11582,851755.42,618523.2,104025.81,73.54,53.4,16.02,11.8,12.28,43.41,73.54
2025-10-22,2025,10,Wednesday,false,yellow,Staten Island,7,213.72,142.2,0.0,30.53,20.31,0.0,2.97,9.41,30.0,30.53
2025-10-22,2025,10,Wednesday,false,yellow,Unknown,236,9502.94,6527.47,1357.2,40.27,27.66,21.75,15.69,4.97,22.06,40.27
2025-10-23,2025,10,Thursday,false,green,Bronx,25,593.8,216.14,12.19,23.75,8.65,1.57,10.87,5.21,27.4,23.75
2025-10-23,2025,10,Thursday,false,green,Brooklyn,233,6648.49,4070.79,733.06,28.53,17.47,17.11,50.99,3.93,28.96,28.53
2025-10-23,2025,10,Thursday,false,green,Manhattan,1083,25652.14,17275.19,2914.45,23.69,15.95,16.68,14.51,2.84,20.92,23.69
2025-10-23,2025,10,Thursday,false,green,Queens,379,10825.93,7659.77,1009.51,28.56,20.21,16.23,11.73,104.93,19.32,28.56
2025-10-23,2025,10,Thursday,false,green,Unknown,2,87.86,45.42,0.0,43.93,22.71,0.0,4.45,10.32,24.0,43.93
2025-10-23,2025,10,Thursday,false,yellow,Bronx,1026,33719.25,30821.98,36.56,32.86,30.04,0.11,5.35,8.82,49.56,32.86
2025-10-23,2025,10,Thursday,false,yellow,Brooklyn,3241,89118.68,76579.61,2066.53,27.5,23.63,2.45,16.64,46.23,39.02,27.5
2025-10-23,2025,10,Thursday,false,yellow,EWR,1,116.0,115.0,0.0,116.0,115.0,0.0,682.35,0.17,1.0,116.0
2025-10-23,2025,10,Thursday,false,yellow,Manhattan,122342,3058740.03,1970723.95,380050.38,25.0,16.11,20.26,23.18,2.93,17.22,25.0
2025-10-23,2025,10,Thursday,false,yellow,Queens,12436,925938.13,675268.59,110523.83,74.46,54.3,15.84,13.16,21.0,46.26,74.46
2025-10-23,2025,10,Thursday,false,yellow,Staten Island,9,305.61,207.47,29.0,33.96,23.05,4.6,3.1,11.11,34.33,33.96
2025-10-23,2025,10,Thursday,false,yellow,Unknown,238,8758.02,6096.57,1106.18,36.8,25.62,19.92,31.33,4.26,21.42,36.8
2025-10-24,2025,10,Friday,false,green,Bronx,15,490.05,195.42,10.76,32.67,13.03,3.53,5.75,8.14,30.33,32.67
2025-10-24,2025,10,Friday,false,green,Brooklyn,246,6575.31,4284.83,773.39,26.73,17.42,20.62,14.07,3.29,30.74,26.73
2025-10-24,2025,10,Friday,false,green,Manhattan,986,22881.32,15328.88,2637.47,23.21,15.55,17.79,18.01,2.73,15.38,23.21
2025-10-24,2025,10,Friday,false,green,Queens,420,12948.78,9550.86,1223.03,30.83,22.74,14.4,10.1,102.01,26.61,30.83
2025-10-24,2025,10,Friday,false,green,Unknown,3,173.9,148.4,19.75,57.97,49.47,17.7,7.98,9.25,35.0,57.97
2025-10-24,2025,10,Friday,false,yellow,Bronx,1037,34236.48,30947.1,63.34,33.01,29.84,0.19,8.59,8.95,47.89,33.01
2025-10-24,2025,10,Friday,false,yellow,Brooklyn,3722,92211.54,78761.28,2150.31,24.77,21.16,2.65,22.75,6.15,36.02,24.77
2025-10-24,2025,10,Friday,false,yellow,Manhattan,112220,2703356.51,1730213.47,329156.55,24.09,15.42,20.05,19.94,4.67,16.5,24.09
2025-10-24,2025,10,Friday,false,yellow,Queens,12121,887184.97,650602.54,105037.72,73.19,53.68,15.38,14.16,12.37,45.61,73.19
2025-10-24,2025,10,Friday,false,yellow,Staten Island,4,109.81,73.3,0.0,27.45,18.33,0.0,2.6,8.6,29.75,27.45
2025-10-24,2025,10,Friday,false,yellow,Unknown,214,7924.32,5578.71,962.12,37.03,26.07,20.51,55.67,4.28,20.38,37.03
